Index,Time_1,Time_2,Time_3,Time_4,Time_6,Time_8,Time_12,Time_16
0,0.3509382999909576,0.16983329999493435,0.11618350000935607,0.08458530000643805,0.06905770002049394,0.06734310000319965,0.05634660000214353,0.04863520001526922
1,0.3385374999779742,0.1691339999961201,0.11380049999570474,0.08274439998785965,0.0734738000028301,0.06374320000759326,0.051554399979067966,0.04688960002386011
2,0.3352438000147231,0.16359439998632297,0.11329799998202361,0.08401120000053197,0.07382839999627322,0.0659311999916099,0.06067480001365766,0.051467399985995144
3,0.33736609999323264,0.1680105000268668,0.11370200000237674,0.08203479999792762,0.0754229000012856,0.06916330000967719,0.07266509998589754,0.05775710000307299
4,0.3438882000045851,0.16483650001464412,0.11332500001299195,0.08420929999556392,0.07805730000836775,0.07160159997874871,0.060188500006916,0.058076499990420416
5,0.3453426999913063,0.1622372000128962,0.11425620000227354,0.08198109999648295,0.0751686999865342,0.06489469998632558,0.05770820000907406,0.0588141999905929
6,0.34025199999450706,0.16809329998795874,0.11332109998329543,0.08787290001055226,0.07979690001229756,0.06591320000006817,0.05942980002146214,0.05110539999441244
7,0.33788830001140013,0.16130790000897832,0.11280279999482445,0.08186899998690933,0.07931670002290048,0.06372410000767559,0.05926820001332089,0.05114369999500923
8,0.33624889998463914,0.16213290000450797,0.1140224999981001,0.08595450001303107,0.07877220000955276,0.06377109998720698,0.05688960000406951,0.05138250000891276
9,0.3404129999980796,0.16506200001458637,0.11343189998297021,0.08221660001436248,0.08093190001090989,0.0642134000081569,0.057709199987584725,0.055891399999381974
10,0.33725130002130754,0.16267199997673742,0.11293960001785308,0.08209519999218173,0.07564490000368096,0.06886060000397265,0.05770499998470768,0.05622260001837276
11,0.3400318999774754,0.16249449999304488,0.11320679998607375,0.08171030000085011,0.07641650000005029,0.06409969998640008,0.05720310000469908,0.05230350000783801
12,0.33537620000424795,0.16381559998262674,0.11284439999144524,0.08144949999405071,0.0750527000054717,0.07123829997726716,0.060733300022548065,0.050972400000318885
13,0.33617530000628904,0.16145400001551025,0.11402240002644248,0.09126069999183528,0.07544620000408031,0.07114210000145249,0.05785780001315288,0.052950399986002594
14,0.3365973000181839,0.16134960000636056,0.11385140000493266,0.0820120999997016,0.08100510001531802,0.06669720000354573,0.056987600022694096,0.050356000021565706
15,0.33916890001273714,0.16088290000334382,0.11470839998219162,0.08166500000515953,0.08569080001325347,0.0687681999988854,0.0540321999869775,0.052776800002902746
16,0.33702679999987595,0.16032730002189055,0.11456879999605007,0.08198450002237223,0.07208270000410266,0.0660158000246156,0.05816640000557527,0.04960100000607781
17,0.3399736999999732,0.1657571999821812,0.11266260000411421,0.0818417000118643,0.08078459999524057,0.06587060002493672,0.05861109998659231,0.05167280000750907
18,0.33610329998191446,0.16870139999082312,0.11357839999254793,0.08203409999259748,0.07809460000135005,0.06841909998911433,0.058178999985102564,0.0492173999955412
19,0.34183740001753904,0.16369389998726547,0.11346269998466596,0.08176320002530701,0.07680089998757467,0.06772729998920113,0.05702879998716526,0.054840800003148615
20,0.3366919000109192,0.16816000000108033,0.11310729998513125,0.08423979999497533,0.0750599000020884,0.06809260000591166,0.0572966999898199,0.05034489999525249
21,0.33645139998407103,0.16851889999816194,0.11281309998594224,0.08293309999862686,0.07708109999657609,0.06866819999413565,0.05914090000442229,0.05310349998762831
22,0.3398903999768663,0.16354059998411685,0.11377039999933913,0.081758299987996,0.07513819998712279,0.06782409999868833,0.05919709999579936,0.053510300000198185
23,0.3367805000161752,0.16253979998873547,0.1129406999971252,0.08244320002268068,0.07444329999270849,0.06905399999232031,0.05650949999107979,0.05220140001620166
24,0.3357594999833964,0.1646902000065893,0.11386700000730343,0.08364599998458289,0.07086340000387281,0.06397389998892322,0.05873200000496581,0.05318969997460954
25,0.33950760000152513,0.16348819999257103,0.11379420000594109,0.0847901999950409,0.0758540999959223,0.06360249998397194,0.05621229999815114,0.053636399999959394
26,0.3400026000163052,0.16124180000042543,0.1130979000008665,0.08184070000424981,0.07800270000007004,0.06917569998768158,0.057835099985823035,0.05270339999697171
27,0.33939920002012514,0.16089329999522306,0.11327319999691099,0.08158179998281412,0.08075019999523647,0.0653796999831684,0.06036920001497492,0.05370189997483976
28,0.3396200999850407,0.1606601999956183,0.11308169999392703,0.08183650000137277,0.07659440001589246,0.06639379999251105,0.05908679999993183,0.05787609997787513
29,0.3447619999933522,0.16254900000058115,0.1131625999987591,0.08193679997930303,0.07016999999177642,0.06553609998081811,0.06170180000481196,0.052926600008504465
30,0.34351360000437126,0.1601622000162024,0.11311949999071658,0.08190930000273511,0.07384130000718869,0.06601390001014806,0.05870680001680739,0.056757999991532415
31,0.3356074999901466,0.1605993999983184,0.11332420000690036,0.08190039999317378,0.0803334999945946,0.06404939998174086,0.057562700007110834,0.054011200001696125
