Index,Time_1,Time_2,Time_3,Time_4,Time_6,Time_8,Time_12,Time_16
0,107.59971730000689,52.06693699999596,34.38459009997314,27.22314070002176,22.93457219999982,20.16918060000171,17.317321100010304,16.37570790000609
1,107.85414049998508,51.83102869999129,58.38791900000069,27.326706099993316,23.546262100018794,20.690134100004798,17.330152899987297,16.835244100017007
2,108.25011110000196,52.61267269999371,37.22666119999485,27.802700100000948,23.970484699995723,21.024797299993224,17.942138000013074,16.884567699977197
3,107.46373369998764,62.9755676999921,35.34573899998213,28.108244700008072,24.124540299992077,21.216113999980735,18.440997000026982,16.95933100002003
4,107.50992380001117,69.91671560000395,35.44613570001093,28.37703689999762,24.229867199988803,21.261492300021928,17.8878260999918,17.09424449998187
5,106.2351173000061,72.62504199999967,35.67464579999796,28.497091099998215,24.477168900019024,21.714258499996504,18.11409280000953,17.234603699995205
6,108.22813189998851,52.11981370000285,59.74213900000905,28.581084300007205,24.419876300002215,22.046916399995098,18.143714000005275,17.341815400024643
7,108.63767219998408,52.058514100004686,64.54794750001747,28.866385800007265,24.523407400003634,21.649124999996275,17.9320625999826,17.344776300014928
8,108.23099310000543,53.913562500005355,54.132063400000334,28.89289750001626,24.530527800001437,21.572121900011552,18.05104439999559,17.38828489999287
9,106.39424870000221,51.60854229997494,36.51897730000201,29.06391570001142,24.702941999974428,21.59573790000286,18.489951300027315,17.56083679999574
Mean,107.6403789599979,57.17283962999645,45.14068179999886,28.27392029000621,24.145964889999597,21.29398780000047,17.964930020004978,17.10194123000256
Median,107.72692889999598,52.36624319999828,36.87281924999843,28.437063999997918,24.32487174999551,21.41680710001674,17.99659120000433,17.164424099988537
Std_dev,0.7539108761029075,7.768671590742673,11.74039495128007,0.6135045416857107,0.5148500880240462,0.5241638492815341,0.3733363242625089,0.3305867569585613
