Index,Time_12,Time_8,Time_4
0,0.7183054000015545,0.7132492000018829,1.09585899999729
1,0.6957323999995424,0.8245260999974562,1.0803549000011117
2,0.7122108000003209,0.8304550999964704,1.0981431000000157
3,0.7109799999998359,0.826566499999899,1.0818951999972342
4,0.721994800001994,0.8173745999993116,1.0775665000001027
5,0.7184343000008084,0.8103972999997495,1.0962720999996236
6,0.7120795000009821,0.7860803999974451,1.0928190999984508
7,0.7222797000031278,0.8167691999988165,1.1219614000001457
8,0.7130585000013525,0.8038465999998152,1.0786817000007431
9,0.7069198999997752,0.835490800000116,1.1260727000008046
10,0.7233267000010528,0.814724899999419,1.1289260000012291
11,0.7073816000010993,0.8244288999994751,1.0929976999977953
12,0.7252742999990005,0.8476627999989432,1.0724513000022853
13,0.7087228999989748,0.8653647999999521,1.098531700001331
14,0.7145994999991672,0.829587399999582,1.1047335000002931
15,0.7190698999984306,0.8326172000015504,1.0784951999994519
16,0.7125548000003619,0.8221520000006421,1.0794242000010854
17,0.715623100000812,0.8496059999997669,1.0920871000016632
18,0.7199863999994704,0.8094598999996379,1.1277962000021944
19,0.7175953000005393,0.8647697999986121,1.1786744000019098
20,0.7030980999988969,0.8149296000010509,1.1367449999997916
21,0.7339990999971633,0.841509899997618,1.1006572999976925
22,0.7078497000002244,0.8673788999985845,1.075500099999772
23,0.7111341000018001,0.8407665999984602,1.0772131999983685
24,0.740839899997809,0.8629173999979685,1.0952352000022074
Mean,0.7157220280001638,0.826105275999289,1.0995637520001038
Median,0.7145994999991672,0.826566499999899,1.0952352000022074
Std_dev,0.009268867362023115,0.03067402185262178,0.02448477991768503
