Index,Time_16,Time_12,Time_8,Time_6,Time_4,Time_3,Time_2,Time_1
0,0.05682460000025458,0.07617759999993723,0.10350969999853987,0.0951881000000867,0.11143950000041514,0.138366600000154,0.19913720000113244,0.3985456000009435
1,0.0589018999999098,0.07147880000047735,0.09085910000067088,0.10737730000255397,0.103693299999577,0.13773740000033285,0.19878419999804464,0.40318349999870406
2,0.056360399998084176,0.0740977000023122,0.08346370000072056,0.08648819999871193,0.10431009999956586,0.13918239999838988,0.201699400000507,0.40144299999883515
3,0.056511199996748473,0.07016730000032112,0.08883599999899161,0.08785359999819775,0.10703509999802918,0.13672999999835156,0.1996925999992527,0.39200659999914933
4,0.05556649999925867,0.07380680000278517,0.0997733000003791,0.09602829999857931,0.1062225000023318,0.14437680000264663,0.1958812000011676,0.3875523999995494
5,0.057001400000444846,0.07335469999816269,0.08918930000072578,0.10937980000016978,0.1068675999995321,0.1412110000019311,0.19688749999841093,0.39545060000091325
6,0.05932310000207508,0.06989880000037374,0.09413860000131535,0.09929289999854518,0.11710769999990589,0.1379138000011153,0.20235309999770834,0.40159099999800674
7,0.05823880000025383,0.076347900001565,0.10250699999960489,0.09014229999957024,0.10399619999952847,0.1376287000020966,0.2014941000015824,0.39546700000209967
8,0.06277079999927082,0.07172609999906854,0.08558569999877363,0.09473870000147144,0.12044949999835808,0.13809029999902123,0.19958360000237008,0.39414750000287313
9,0.055383200000505894,0.07373460000235355,0.0858879999977944,0.09210489999895799,0.11698979999709991,0.1368635999970138,0.19818570000279578,0.3972925000016403
10,0.055503999999928055,0.07544539999798872,0.09595959999933257,0.10814929999833112,0.1036301000021922,0.13765379999676952,0.19933799999853363,0.3942667999981495
11,0.05695700000069337,0.0749123999994481,0.09676609999951324,0.10623200000190991,0.10366410000278847,0.13754179999887128,0.19708270000046468,0.3991862000002584
12,0.05710170000020298,0.0733710999993491,0.0920272000003024,0.09633490000123857,0.10640019999846118,0.13857240000288584,0.19746549999763374,0.38769260000117356
13,0.05707389999952284,0.07435099999929662,0.09297689999948489,0.10821750000104657,0.10426839999854565,0.137730599999486,0.1979073000002245,0.3972218000017165
14,0.05656349999844679,0.07085709999955725,0.10850180000124965,0.1098855000018375,0.10293169999931706,0.13807289999749628,0.19828289999713888,0.40743550000115647
