Index,Time_12,Time_8,Time_4
0,0.08889329999874462,0.14001510000161943,0.11995829999796115
1,0.07805399999779183,0.10821959999884712,0.11719339999763179
2,0.0782193000013649,0.10557929999777116,0.12032779999935883
3,0.07513489999837475,0.09677550000196788,0.11763029999929131
4,0.07658450000235462,0.11697249999997439,0.12598240000079386
5,0.07587280000007013,0.10610119999910239,0.11866920000102255
6,0.07787910000115517,0.10129379999852972,0.11752920000071754
7,0.0787573000015982,0.10337339999750839,0.11820339999758289
8,0.08147329999701469,0.09787250000226777,0.11893520000012359
9,0.0777793000015663,0.09912980000081006,0.11975050000182819
10,0.07716989999971702,0.10766829999920446,0.11822650000249268
11,0.09381090000169934,0.09989199999836273,0.11984010000014678
12,0.07719120000183466,0.10771770000064862,0.11773420000099577
13,0.07885010000245529,0.10297100000025239,0.1175344999974186
14,0.0766953000020294,0.10748489999969024,0.11879609999959939
15,0.07928540000284556,0.10439519999999902,0.11685120000038296
16,0.08108820000052219,0.09882819999984349,0.11800960000255145
17,0.0812024000006204,0.11058409999895957,0.11665809999976773
18,0.07789129999946454,0.1147186000016518,0.13072160000228905
19,0.0812707999975828,0.11079500000050757,0.12215279999873019
20,0.07906570000341162,0.10260090000156197,0.12477120000039577
21,0.07845799999995506,0.0977880999998888,0.12480809999760822
22,0.078278599998157,0.1088847999999416,0.12796760000128415
23,0.0804613000000245,0.09708479999972042,0.12987300000168034
24,0.07748499999797787,0.110338700000284,0.11863029999949504
Mean,0.0794740760003333,0.1062833999999566,0.12067018400004599
Median,0.078278599998157,0.10557929999777116,0.11879609999959939
Std_dev,0.003926749870284318,0.008768103547315699,0.004097041964090181
